date,AR_Physical Risk_negative,AR_Physical Risk_neutral,AR_Physical Risk_positive,AR_Transition Risk_negative,AR_Transition Risk_neutral,AR_Transition Risk_positive,AU_Physical Risk_negative,AU_Physical Risk_neutral,AU_Physical Risk_positive,AU_Transition Risk_negative,AU_Transition Risk_neutral,AU_Transition Risk_positive,BR_Physical Risk_negative,BR_Physical Risk_neutral,BR_Physical Risk_positive,BR_Transition Risk_negative,BR_Transition Risk_neutral,BR_Transition Risk_positive,CA_Physical Risk_negative,CA_Physical Risk_neutral,CA_Physical Risk_positive,CA_Transition Risk_negative,CA_Transition Risk_neutral,CA_Transition Risk_positive,CH_Physical Risk_negative,CH_Physical Risk_neutral,CH_Physical Risk_positive,CH_Transition Risk_negative,CH_Transition Risk_neutral,CH_Transition Risk_positive,CL_Physical Risk_negative,CL_Physical Risk_neutral,CL_Physical Risk_positive,CL_Transition Risk_negative,CL_Transition Risk_neutral,CL_Transition Risk_positive,CN_Physical Risk_negative,CN_Physical Risk_neutral,CN_Physical Risk_positive,CN_Transition Risk_negative,CN_Transition Risk_neutral,CN_Transition Risk_positive,CO_Physical Risk_negative,CO_Physical Risk_neutral,CO_Physical Risk_positive,CO_Transition Risk_negative,CO_Transition Risk_neutral,CO_Transition Risk_positive,DE_Physical Risk_negative,DE_Physical Risk_neutral,DE_Physical Risk_positive,DE_Transition Risk_negative,DE_Transition Risk_neutral,DE_Transition Risk_positive,ES_Physical Risk_negative,ES_Physical Risk_neutral,ES_Physical Risk_positive,ES_Transition Risk_negative,ES_Transition Risk_neutral,ES_Transition Risk_positive,FR_Physical Risk_negative,FR_Physical Risk_neutral,FR_Physical Risk_positive,FR_Transition Risk_negative,FR_Transition Risk_neutral,FR_Transition Risk_positive,HK_Physical Risk_negative,HK_Physical Risk_neutral,HK_Physical Risk_positive,HK_Transition Risk_negative,HK_Transition Risk_neutral,HK_Transition Risk_positive,IN_Physical Risk_negative,IN_Physical Risk_neutral,IN_Physical Risk_positive,IN_Transition Risk_negative,IN_Transition Risk_neutral,IN_Transition Risk_positive,IT_Physical Risk_negative,IT_Physical Risk_neutral,IT_Physical Risk_positive,IT_Transition Risk_negative,IT_Transition Risk_neutral,IT_Transition Risk_positive,JP_Physical Risk_negative,JP_Physical Risk_neutral,JP_Physical Risk_positive,JP_Transition Risk_negative,JP_Transition Risk_neutral,JP_Transition Risk_positive,KR_Physical Risk_negative,KR_Physical Risk_neutral,KR_Physical Risk_positive,KR_Transition Risk_negative,KR_Transition Risk_neutral,KR_Transition Risk_positive,MX_Physical Risk_negative,MX_Physical Risk_neutral,MX_Physical Risk_positive,MX_Transition Risk_negative,MX_Transition Risk_neutral,MX_Transition Risk_positive,NO_Physical Risk_negative,NO_Physical Risk_neutral,NO_Physical Risk_positive,NO_Transition Risk_negative,NO_Transition Risk_neutral,NO_Transition Risk_positive,NZ_Physical Risk_negative,NZ_Physical Risk_neutral,NZ_Physical Risk_positive,NZ_Transition Risk_negative,NZ_Transition Risk_neutral,NZ_Transition Risk_positive,PT_Physical Risk_negative,PT_Physical Risk_neutral,PT_Physical Risk_positive,PT_Transition Risk_negative,PT_Transition Risk_neutral,PT_Transition Risk_positive,SA_Physical Risk_negative,SA_Physical Risk_neutral,SA_Physical Risk_positive,SA_Transition Risk_negative,SA_Transition Risk_neutral,SA_Transition Risk_positive,SE_Physical Risk_negative,SE_Physical Risk_neutral,SE_Physical Risk_positive,SE_Transition Risk_negative,SE_Transition Risk_neutral,SE_Transition Risk_positive,UK_Physical Risk_negative,UK_Physical Risk_neutral,UK_Physical Risk_positive,UK_Transition Risk_negative,UK_Transition Risk_neutral,UK_Transition Risk_positive,US_Physical Risk_negative,US_Physical Risk_neutral,US_Physical Risk_positive,US_Transition Risk_negative,US_Transition Risk_neutral,US_Transition Risk_positive,ZA_Physical Risk_negative,ZA_Physical Risk_neutral,ZA_Physical Risk_positive,ZA_Transition Risk_negative,ZA_Transition Risk_neutral,ZA_Transition Risk_positive
2020-03-10,0.267,0.133,0.067,0.267,0.267,0.0,0.286,0.0,0.0,0.429,0.286,0.0,0.25,0.188,0.0,0.375,0.188,0.0,0.538,0.154,0.0,0.077,0.154,0.077,0.5,0.0,0.0,0.0,0.25,0.25,0.2,0.3,0.0,0.3,0.2,0.0,0.385,0.385,0.154,0.077,0.0,0.0,0.35,0.05,0.1,0.05,0.4,0.05,0.3,0.1,0.0,0.1,0.5,0.0,0.25,0.25,0.1,0.25,0.15,0.0,0.167,0.167,0.0,0.25,0.25,0.167,0.5,0.0,0.0,0.0,0.5,0.0,0.167,0.0,0.0,0.667,0.167,0.0,0.3,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.308,0.0,0.0,0.538,0.154,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.133,0.067,0.2,0.267,0.067,0.0,0.222,0.111,0.222,0.222,0.222,0.5,0.5,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.571,0.286,0.0,0.091,0.227,0.045,0.364,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,0.188,0.062,0.0,0.375,0.25,0.125,0.182,0.091,0.0,0.364,0.091,0.273,0.1,0.2,0.0,0.3,0.4,0.0,0.188,0.25,0.0,0.375,0.188,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.583,0.0,0.0,0.083,0.25,0.083,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.062,0.0,0.25,0.375,0.062,0.0,0.0,0.0,0.333,0.667,0.0,0.08,0.2,0.0,0.28,0.44,0.0,0.583,0.0,0.083,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.231,0.077,0.0,0.308,0.385,0.0,0.133,0.067,0.0,0.333,0.333,0.133,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,0.15,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.286,0.143,0.0,0.143,0.286,0.143,0.167,0.333,0.0,0.0,0.5,0.0,0.333,0.333,0.333,0.0,0.0,0.0,0.25,0.25,0.125,0.375,0.0,0.0,0.138,0.207,0.034,0.379,0.138,0.103,0.0,0.0,0.0,0.0,1.0,0.0
2020-04-16,0.087,0.217,0.043,0.304,0.348,0.0,0.25,0.083,0.0,0.25,0.167,0.25,0.25,0.15,0.0,0.2,0.4,0.0,0.462,0.231,0.077,0.077,0.154,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.231,0.154,0.231,0.077,0.308,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.1,0.3,0.05,0.25,0.25,0.05,0.111,0.0,0.0,0.222,0.556,0.111,0.167,0.056,0.056,0.333,0.278,0.111,0.111,0.0,0.111,0.667,0.111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.265,0.235,0.059,0.176,0.235,0.029,0.5,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.105,0.053,0.263,0.526,0.053,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.071,0.071,0.143,0.286,0.071,0.667,0.333,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.333,0.167,0.167,0.333,0.0,0.0,0.146,0.171,0.024,0.293,0.341,0.024,0.0,0.0,0.0,0.0,1.0,0.0
2020-04-17,0.067,0.133,0.067,0.067,0.6,0.067,0.4,0.4,0.0,0.2,0.0,0.0,0.091,0.318,0.045,0.273,0.227,0.045,0.333,0.333,0.167,0.0,0.167,0.0,0.333,0.0,0.167,0.333,0.167,0.0,0.071,0.429,0.0,0.071,0.286,0.143,0.0,0.0,0.0,0.25,0.75,0.0,0.235,0.235,0.0,0.294,0.235,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.118,0.118,0.0,0.294,0.412,0.059,0.273,0.0,0.091,0.455,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.0,0.267,0.267,0.333,0.304,0.217,0.043,0.217,0.174,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.154,0.154,0.077,0.154,0.231,0.231,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.083,0.083,0.417,0.083,0.4,0.2,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.2,0.15,0.025,0.35,0.15,0.125,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,0.278,0.222,0.056,0.278,0.111,0.056,0.273,0.182,0.0,0.273,0.273,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.667,0.222,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.111,0.0,0.222,0.611,0.056,0.0,1.0,0.0,0.0,0.0,0.0,0.174,0.174,0.0,0.261,0.261,0.13,0.0,0.2,0.0,0.0,0.4,0.4,0.385,0.077,0.0,0.231,0.308,0.0,0.182,0.0,0.091,0.545,0.182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.071,0.071,0.214,0.286,0.286,0.071,0.222,0.111,0.0,0.222,0.407,0.037,0.8,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,0.048,0.143,0.381,0.19,0.048,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.125,0.0,0.25,0.312,0.0,0.143,0.286,0.0,0.0,0.429,0.143,0.4,0.4,0.0,0.2,0.0,0.0,0.5,0.167,0.0,0.167,0.167,0.0,0.255,0.109,0.055,0.255,0.291,0.036,0.0,0.0,0.0,0.333,0.667,0.0
2020-05-07,0.481,0.222,0.037,0.037,0.222,0.0,0.167,0.083,0.0,0.583,0.167,0.0,0.4,0.267,0.0,0.2,0.133,0.0,0.5,0.214,0.0,0.0,0.071,0.214,0.0,0.25,0.0,0.5,0.25,0.0,0.3,0.4,0.0,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.071,0.143,0.143,0.214,0.429,0.0,0.0,0.091,0.0,0.545,0.364,0.0,0.214,0.071,0.0,0.429,0.214,0.071,0.571,0.0,0.0,0.143,0.0,0.286,0.6,0.0,0.0,0.2,0.2,0.0,0.111,0.111,0.0,0.444,0.333,0.0,0.2,0.4,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.714,0.0,0.0,0.1,0.1,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.429,0.143,0.143,0.0,0.286,0.0,0.429,0.143,0.0,0.0,0.0,0.25,0.75,0.0,0.222,0.222,0.111,0.222,0.222,0.0,0.205,0.182,0.0,0.364,0.227,0.023,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,0.333,0.056,0.056,0.222,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.059,0.235,0.0,0.353,0.294,0.059,0.333,0.167,0.167,0.0,0.167,0.167,0.4,0.0,0.0,0.4,0.0,0.2,0.118,0.176,0.118,0.471,0.059,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.067,0.0,0.4,0.2,0.133,0.143,0.143,0.0,0.429,0.286,0.0,0.429,0.0,0.0,0.5,0.071,0.0,0.091,0.0,0.091,0.636,0.0,0.182,0.0,0.0,0.0,0.0,1.0,0.0,0.314,0.2,0.057,0.143,0.229,0.057,0.182,0.136,0.136,0.227,0.273,0.045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.0,0.0,0.267,0.333,0.067,0.0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.154,0.231,0.0,0.308,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.4,0.4,0.0,0.0,0.2,0.0,0.222,0.333,0.0,0.222,0.222,0.0,0.216,0.108,0.027,0.378,0.189,0.081,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-09,0.222,0.278,0.056,0.278,0.111,0.056,0.231,0.0,0.154,0.231,0.231,0.154,0.083,0.333,0.0,0.167,0.333,0.083,0.778,0.111,0.0,0.0,0.111,0.0,0.429,0.0,0.0,0.143,0.429,0.0,0.1,0.2,0.0,0.4,0.3,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.571,0.0,0.0,0.286,0.0,0.143,0.143,0.143,0.143,0.429,0.143,0.0,0.429,0.071,0.0,0.286,0.143,0.071,0.071,0.071,0.143,0.286,0.143,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.192,0.231,0.0,0.269,0.269,0.038,0.455,0.0,0.0,0.0,0.455,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.04,0.2,0.04,0.04,0.48,0.2,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.577,0.154,0.038,0.0,0.192,0.038,0.333,0.0,0.167,0.0,0.333,0.167,0.5,0.25,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.55,0.25,0.05,0.15,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2020-09-15,0.353,0.235,0.0,0.059,0.235,0.118,0.25,0.375,0.25,0.125,0.0,0.0,0.25,0.25,0.0,0.312,0.125,0.062,0.4,0.1,0.2,0.2,0.1,0.0,0.4,0.2,0.0,0.0,0.2,0.2,0.357,0.071,0.071,0.214,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.273,0.0,0.091,0.364,0.0,0.143,0.143,0.0,0.143,0.571,0.0,0.294,0.118,0.0,0.471,0.118,0.0,0.083,0.0,0.083,0.5,0.083,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.258,0.387,0.0,0.0,0.29,0.065,0.333,0.083,0.042,0.167,0.292,0.083,0.0,0.667,0.333,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.615,0.077,0.0,0.0,0.231,0.077,0.0,0.333,0.0,0.667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45,0.25,0.05,0.2,0.05,0.0,0.0,0.167,0.167,0.0,0.667,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.125,0.125,0.125,0.375,0.25,0.0,0.381,0.238,0.048,0.119,0.143,0.071,0.0,0.0,0.0,1.0,0.0,0.0
2020-09-25,0.148,0.148,0.037,0.296,0.37,0.0,0.429,0.0,0.286,0.0,0.286,0.0,0.067,0.4,0.0,0.4,0.133,0.0,0.333,0.5,0.083,0.083,0.0,0.0,0.25,0.083,0.083,0.25,0.25,0.083,0.333,0.333,0.0,0.333,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.133,0.467,0.0,0.133,0.2,0.067,0.5,0.0,0.0,0.167,0.333,0.0,0.467,0.333,0.067,0.0,0.0,0.133,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.15,0.15,0.05,0.067,0.067,0.133,0.067,0.6,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.667,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.615,0.154,0.0,0.154,0.077,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.188,0.25,0.375,0.125,0.062,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-11-05,0.455,0.121,0.0,0.0,0.364,0.061,0.375,0.125,0.0,0.125,0.25,0.125,0.333,0.133,0.0,0.2,0.2,0.133,0.5,0.4,0.0,0.0,0.1,0.0,0.375,0.125,0.125,0.25,0.0,0.125,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.294,0.294,0.0,0.176,0.059,0.176,0.143,0.071,0.0,0.214,0.5,0.071,0.273,0.091,0.0,0.182,0.364,0.091,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.105,0.105,0.0,0.263,0.474,0.053,0.333,0.048,0.048,0.333,0.143,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.333,0.333,0.467,0.333,0.0,0.0,0.133,0.067,0.333,0.167,0.0,0.167,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,0.059,0.059,0.353,0.118,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.333,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.316,0.211,0.026,0.184,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,0.043,0.13,0.043,0.522,0.174,0.087,0.25,0.125,0.375,0.0,0.25,0.0,0.111,0.167,0.0,0.278,0.444,0.0,0.333,0.333,0.167,0.167,0.0,0.0,0.167,0.083,0.25,0.25,0.0,0.25,0.1,0.2,0.0,0.2,0.3,0.2,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.444,0.0,0.111,0.333,0.111,0.231,0.077,0.0,0.462,0.154,0.077,0.238,0.095,0.0,0.238,0.286,0.143,0.0,0.0,0.143,0.571,0.143,0.143,0.0,0.333,0.333,0.0,0.0,0.333,0.357,0.214,0.0,0.214,0.143,0.071,0.079,0.132,0.0,0.289,0.447,0.053,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.2,0.2,0.1,0.4,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.5,0.188,0.0,0.125,0.188,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.286,0.571,0.0,0.143,0.0,0.0,0.6,0.1,0.0,0.2,0.1,0.0,0.333,0.19,0.095,0.238,0.143,0.0,0.333,0.0,0.333,0.0,0.333,0.0
2020-12-11,0.35,0.1,0.05,0.3,0.15,0.05,0.333,0.0,0.222,0.444,0.0,0.0,0.2,0.133,0.067,0.267,0.333,0.0,0.273,0.364,0.0,0.0,0.364,0.0,0.222,0.111,0.444,0.111,0.0,0.111,0.222,0.0,0.0,0.333,0.444,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.091,0.182,0.0,0.091,0.364,0.273,0.167,0.167,0.0,0.5,0.167,0.0,0.143,0.143,0.143,0.286,0.286,0.0,0.2,0.067,0.267,0.2,0.067,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.188,0.25,0.125,0.062,0.312,0.062,0.235,0.118,0.059,0.206,0.382,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.273,0.182,0.364,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.263,0.211,0.053,0.158,0.316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.4,0.0,0.15,0.3,0.2,0.3,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,0.167,0.125,0.0,0.417,0.25,0.042,0.5,0.0,0.0,0.0,0.5,0.0,0.083,0.083,0.0,0.25,0.583,0.0,0.143,0.357,0.071,0.286,0.071,0.071,0.167,0.167,0.167,0.333,0.083,0.083,0.444,0.0,0.0,0.111,0.333,0.111,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.5,0.1,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.4,0.3,0.05,0.2,0.05,0.0,0.333,0.111,0.0,0.444,0.0,0.111,0.0,0.0,0.333,0.0,0.667,0.0,0.235,0.324,0.059,0.176,0.147,0.059,0.139,0.056,0.0,0.167,0.361,0.278,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.125,0.25,0.273,0.273,0.0,0.273,0.091,0.091,0.0,0.667,0.0,0.167,0.167,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.438,0.438,0.0,0.0,0.125,0.0,0.333,0.0,0.333,0.0,0.0,0.333,0.333,0.667,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.417,0.083,0.0,0.174,0.087,0.0,0.435,0.217,0.087,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-22,0.179,0.107,0.143,0.107,0.321,0.143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167,0.0,0.333,0.417,0.083,0.4,0.0,0.2,0.0,0.4,0.0,0.167,0.0,0.167,0.333,0.167,0.167,0.462,0.385,0.0,0.077,0.077,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.133,0.267,0.0,0.067,0.267,0.267,0.0,0.167,0.0,0.5,0.333,0.0,0.231,0.231,0.0,0.385,0.154,0.0,0.158,0.0,0.105,0.579,0.053,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.467,0.267,0.067,0.136,0.136,0.0,0.409,0.227,0.091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,0.0,0.5,0.2,0.0,0.167,0.167,0.0,0.167,0.167,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.273,0.0,0.182,0.091,0.0,0.333,0.333,0.333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.25,0.167,0.083,0.167,0.167,0.167,0.229,0.2,0.171,0.114,0.257,0.029,0.0,0.0,0.0,1.0,0.0,0.0
2021-02-04,0.227,0.182,0.0,0.136,0.455,0.0,0.167,0.0,0.0,0.333,0.333,0.167,0.118,0.235,0.0,0.235,0.235,0.176,1.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.143,0.286,0.143,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.333,0.056,0.167,0.222,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.308,0.077,0.077,0.154,0.231,0.154,0.2,0.2,0.2,0.0,0.2,0.2,0.368,0.105,0.0,0.263,0.211,0.053,0.121,0.03,0.0,0.515,0.212,0.121,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.273,0.0,0.273,0.273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.3,0.1,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.333,0.667,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.083,0.25,0.0,0.25,0.417,0.0,0.176,0.176,0.059,0.235,0.235,0.118,0.333,0.333,0.0,0.0,0.333,0.0
2021-02-19,0.167,0.167,0.389,0.056,0.111,0.111,0.333,0.167,0.0,0.333,0.167,0.0,0.071,0.286,0.071,0.214,0.357,0.0,0.25,0.25,0.0,0.5,0.0,0.0,0.333,0.333,0.167,0.167,0.0,0.0,0.333,0.5,0.167,0.0,0.0,0.0,0.0,0.429,0.429,0.0,0.0,0.143,0.238,0.095,0.0,0.333,0.19,0.143,0.0,0.0,0.5,0.0,0.5,0.0,0.357,0.071,0.0,0.143,0.429,0.0,0.0,0.0,0.286,0.429,0.286,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.364,0.364,0.0,0.182,0.091,0.0,0.304,0.0,0.0,0.304,0.174,0.217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.15,0.05,0.3,0.2,0.15,0.0,0.25,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.2,0.0,0.513,0.205,0.026,0.103,0.051,0.103,0.0,0.0,0.0,0.0,1.0,0.0
2021-03-09,0.25,0.125,0.0,0.312,0.312,0.0,0.0,0.286,0.0,0.429,0.0,0.286,0.267,0.067,0.0,0.2,0.4,0.067,0.167,0.333,0.167,0.167,0.167,0.0,0.182,0.0,0.091,0.182,0.182,0.364,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.182,0.0,0.364,0.0,0.133,0.133,0.0,0.2,0.533,0.0,0.286,0.143,0.0,0.286,0.286,0.0,0.167,0.0,0.0,0.5,0.167,0.167,0.0,0.6,0.0,0.0,0.2,0.2,0.158,0.316,0.0,0.105,0.263,0.158,0.333,0.133,0.0,0.2,0.267,0.067,0.833,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.143,0.0,0.048,0.429,0.286,0.095,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.077,0.0,0.0,0.538,0.0,0.0,0.0,0.111,0.333,0.222,0.333,0.0,0.25,0.5,0.0,0.25,0.0,0.273,0.091,0.0,0.273,0.0,0.364,0.0,0.2,0.067,0.4,0.267,0.067,0.2,0.4,0.0,0.4,0.0,0.0
2021-03-26,0.308,0.269,0.0,0.192,0.192,0.038,0.4,0.2,0.0,0.2,0.0,0.2,0.375,0.188,0.125,0.188,0.062,0.062,0.167,0.417,0.0,0.333,0.083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.111,0.333,0.0,0.111,0.444,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.4,0.1,0.091,0.455,0.0,0.182,0.273,0.0,0.333,0.167,0.0,0.333,0.167,0.0,0.111,0.111,0.111,0.333,0.111,0.222,0.0,0.5,0.0,0.0,0.5,0.0,0.385,0.0,0.077,0.231,0.231,0.077,0.241,0.276,0.034,0.276,0.172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.667,0.0,0.0,0.167,0.083,0.083,0.333,0.333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.314,0.229,0.0,0.257,0.171,0.029,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.385,0.231,0.154,0.154,0.077,0.0,0.522,0.043,0.043,0.087,0.304,0.0,0.0,1.0,0.0,0.0,0.0,0.0
